"lesson","concept","skill","objective","before_templates","after_templates","before_dedicated","after_dedicated","before_quick","after_quick","after_reused","recognition","production","reasoning","authored","variants","generators","interaction","input","grading","activation","single_fixed","baseline_library_lessons"
"calculus-constrained-optimization","calculus-constrained-optimization-set-up-and-solve-the-lagrange-equations","justify","","2","2","0","0","0","0","2","0","0","2","0","0","0","high","handwriting;math-text;photo","open-reasoning","calculus-constrained-optimization-set-up-and-solve-the-lagrange-equations","false","calculus-constrained-optimization"
"calculus-constrained-optimization","calculus-constrained-optimization-set-up-and-solve-the-lagrange-equations","justify","calculus-constrained-optimization-set-up-and-solve-the-lagrange-equations-justify-reasoning","1","1","1","1","0","0","0","0","0","1","0","0","0","medium","handwriting;math-text;photo","open-reasoning","calculus-constrained-optimization-set-up-and-solve-the-lagrange-equations","true","calculus-constrained-optimization"
"calculus-constrained-optimization","calculus-constrained-optimization-set-up-and-solve-the-lagrange-equations","recognize","","1","1","0","0","1","1","1","1","0","0","0","0","0","low","tap","choice","calculus-constrained-optimization-set-up-and-solve-the-lagrange-equations","true","calculus-constrained-optimization"
"calculus-constrained-optimization","calculus-constrained-optimization-use-substitution-when-it-simplifies-the-problem","compute","","8","8","0","0","0","0","8","0","8","0","0","0","0","low","math-text","structured","calculus-constrained-optimization-use-substitution-when-it-simplifies-the-problem","false","calculus-constrained-optimization"
"calculus-constrained-optimization","calculus-constrained-optimization-use-substitution-when-it-simplifies-the-problem","compute","calculus-constrained-optimization-use-substitution-when-it-simplifies-the-problem-compute-production","1","1","1","1","0","0","0","0","1","0","1","2","0","low","math-text","structured","calculus-constrained-optimization-use-substitution-when-it-simplifies-the-problem","false","calculus-constrained-optimization"
"calculus-constrained-optimization","calculus-constrained-optimization-use-substitution-when-it-simplifies-the-problem","interpret","","1","1","0","0","1","1","1","1","0","0","0","0","0","low","tap","structured","calculus-constrained-optimization-use-substitution-when-it-simplifies-the-problem","true","calculus-constrained-optimization"
"calculus-constrained-optimization","calculus-constrained-optimization-use-substitution-when-it-simplifies-the-problem","interpret","calculus-constrained-optimization-use-substitution-when-it-simplifies-the-problem-interpret-recognition","1","1","1","1","1","1","0","1","0","0","0","0","0","low","tap","structured","calculus-constrained-optimization-use-substitution-when-it-simplifies-the-problem","true","calculus-constrained-optimization"
"calculus-constrained-optimization","calculus-constrained-optimization-use-substitution-when-it-simplifies-the-problem","justify","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","calculus-constrained-optimization-use-substitution-when-it-simplifies-the-problem","true","calculus-constrained-optimization"
"calculus-definite-integrals","calculus-definite-integrals-accumulating-rates-with-units","compute","","7","7","0","0","0","0","7","0","7","0","0","0","0","low","math-text","structured","calculus-definite-integrals-accumulating-rates-with-units","false","calculus-definite-integrals"
"calculus-definite-integrals","calculus-definite-integrals-accumulating-rates-with-units","compute","calculus-definite-integrals-accumulating-rates-with-units-compute-production","1","1","1","1","0","0","0","0","1","0","1","2","0","low","math-text","structured","calculus-definite-integrals-accumulating-rates-with-units","false","calculus-definite-integrals"
"calculus-definite-integrals","calculus-definite-integrals-accumulating-rates-with-units","interpret","","2","2","0","0","1","1","2","2","0","0","0","0","0","high;low","handwriting;math-text;photo;short-text","open-reasoning;structured","calculus-definite-integrals-accumulating-rates-with-units","false","calculus-definite-integrals"
"calculus-definite-integrals","calculus-definite-integrals-accumulating-rates-with-units","interpret","calculus-definite-integrals-accumulating-rates-with-units-interpret-reasoning","1","1","1","1","0","0","0","0","0","1","0","0","0","medium","handwriting;math-text;photo","open-reasoning","calculus-definite-integrals-accumulating-rates-with-units","true","calculus-definite-integrals"
"calculus-definite-integrals","calculus-definite-integrals-accumulating-rates-with-units","justify","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","calculus-definite-integrals-accumulating-rates-with-units","true","calculus-definite-integrals"
"calculus-definite-integrals","calculus-definite-integrals-algebra-and-bounds-for-integrals","compute","","8","8","0","0","0","0","8","0","8","0","0","0","0","low","math-text","structured","calculus-definite-integrals-algebra-and-bounds-for-integrals","false","calculus-definite-integrals"
"calculus-definite-integrals","calculus-definite-integrals-algebra-and-bounds-for-integrals","compute","calculus-definite-integrals-algebra-and-bounds-for-integrals-compute-production","1","1","1","1","0","0","0","0","1","0","1","2","0","low","math-text","structured","calculus-definite-integrals-algebra-and-bounds-for-integrals","false","calculus-definite-integrals"
"calculus-definite-integrals","calculus-definite-integrals-algebra-and-bounds-for-integrals","construct","","1","1","0","0","0","0","1","0","1","0","0","0","0","high","handwriting;math-text;photo","open-reasoning","calculus-definite-integrals-algebra-and-bounds-for-integrals","true","calculus-definite-integrals"
"calculus-definite-integrals","calculus-definite-integrals-algebra-and-bounds-for-integrals","justify","calculus-definite-integrals-algebra-and-bounds-for-integrals-justify-reasoning","1","1","1","1","0","0","0","0","0","1","0","0","0","medium","handwriting;math-text;photo","open-reasoning","calculus-definite-integrals-algebra-and-bounds-for-integrals","true","calculus-definite-integrals"
"calculus-definite-integrals","calculus-definite-integrals-algebra-and-bounds-for-integrals","prove","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","calculus-definite-integrals-algebra-and-bounds-for-integrals","true","calculus-definite-integrals"
"calculus-definite-integrals","calculus-definite-integrals-from-samples-to-riemann-sums","compute","","7","7","0","0","0","0","7","0","7","0","0","0","0","low","math-text","structured","calculus-definite-integrals-from-samples-to-riemann-sums","false","calculus-definite-integrals"
"calculus-definite-integrals","calculus-definite-integrals-from-samples-to-riemann-sums","compute","calculus-definite-integrals-from-samples-to-riemann-sums-compute-production","1","1","1","1","0","0","0","0","1","0","1","2","0","low","math-text","structured","calculus-definite-integrals-from-samples-to-riemann-sums","false","calculus-definite-integrals"
"calculus-definite-integrals","calculus-definite-integrals-from-samples-to-riemann-sums","construct","","1","1","0","0","0","0","1","0","1","0","0","0","0","high","handwriting;math-text;photo","open-reasoning","calculus-definite-integrals-from-samples-to-riemann-sums","true","calculus-definite-integrals"
"calculus-definite-integrals","calculus-definite-integrals-from-samples-to-riemann-sums","interpret","","1","1","0","0","1","1","1","1","0","0","0","0","0","low","short-text","structured","calculus-definite-integrals-from-samples-to-riemann-sums","true","calculus-definite-integrals"
"calculus-definite-integrals","calculus-definite-integrals-from-samples-to-riemann-sums","interpret","calculus-definite-integrals-from-samples-to-riemann-sums-interpret-recognition","1","1","1","1","1","1","0","1","0","0","0","0","0","low","short-text","structured","calculus-definite-integrals-from-samples-to-riemann-sums","true","calculus-definite-integrals"
"calculus-definite-integrals","calculus-definite-integrals-from-samples-to-riemann-sums","justify","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","calculus-definite-integrals-from-samples-to-riemann-sums","true","calculus-definite-integrals"
"calculus-definite-integrals","calculus-definite-integrals-from-samples-to-riemann-sums","recognize","","1","1","0","0","1","1","1","1","0","0","0","0","0","low","tap","choice","calculus-definite-integrals-from-samples-to-riemann-sums","true","calculus-definite-integrals"
"calculus-definite-integrals","calculus-definite-integrals-signed-area-and-total-area","compute","","8","8","0","0","0","0","8","0","8","0","0","0","0","low","math-text","structured","calculus-definite-integrals-signed-area-and-total-area","false","calculus-definite-integrals"
"calculus-definite-integrals","calculus-definite-integrals-signed-area-and-total-area","compute","calculus-definite-integrals-signed-area-and-total-area-compute-production","1","1","1","1","0","0","0","0","1","0","1","3","0","low","math-text","structured","calculus-definite-integrals-signed-area-and-total-area","false","calculus-definite-integrals"
"calculus-definite-integrals","calculus-definite-integrals-signed-area-and-total-area","construct","","1","1","0","0","0","0","1","0","1","0","0","0","0","high","handwriting;math-text;photo","open-reasoning","calculus-definite-integrals-signed-area-and-total-area","true","calculus-definite-integrals"
"calculus-definite-integrals","calculus-definite-integrals-signed-area-and-total-area","prove","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","calculus-definite-integrals-signed-area-and-total-area","true","calculus-definite-integrals"
"calculus-definite-integrals","calculus-definite-integrals-signed-area-and-total-area","recognize","","1","1","0","0","1","1","1","1","0","0","0","0","0","low","tap","choice","calculus-definite-integrals-signed-area-and-total-area","true","calculus-definite-integrals"
"calculus-definite-integrals","calculus-definite-integrals-the-integral-as-a-limit","compute","","5","5","0","0","0","0","5","0","5","0","0","0","0","low","math-text","structured","calculus-definite-integrals-the-integral-as-a-limit","false","calculus-definite-integrals"
